ano,mes,estado,numero,encontro
2006,Julho,Amapa,0,1/1/2006
2007,Julho,Amapa,0,1/1/2007
2008,Julho,Amapa,0,1/1/2008
2009,Julho,Amapa,4,1/1/2009
2010,Julho,Amapa,2,1/1/2010
2011,Julho,Amapa,5,1/1/2011
2012,Julho,Amapa,3,1/1/2012
2013,Julho,Amapa,,1/1/2013
2014,Julho,Amapa,4,1/1/2014
2015,Julho,Amapa,5,1/1/2015
2016,Julho,Amapa,1,1/1/2016
2017,Julho,Amapa,3,1/1/2017
1998,Agosto,Amapa,1,1/1/1998
1999,Agosto,Amapa,0,1/1/1999
2000,Agosto,Amapa,3,1/1/2000
2001,Agosto,Amapa,12,1/1/2001
2002,Agosto,Amapa,18,1/1/2002
2003,Agosto,Amapa,14,1/1/2003
2004,Agosto,Amapa,9,1/1/2004
2005,Agosto,Amapa,4,1/1/2005
2006,Agosto,Amapa,11,1/1/2006
2007,Agosto,Amapa,5,1/1/2007
2008,Agosto,Amapa,4,1/1/2008
2009,Agosto,Amapa,20,1/1/2009
2010,Agosto,Amapa,1,1/1/2010
2011,Agosto,Amapa,16,1/1/2011
2012,Agosto,Amapa,19,1/1/2012
2013,Agosto,Amapa,9,1/1/2013
2014,Agosto,Amapa,18,1/1/2014
2015,Agosto,Amapa,40,1/1/2015
2016,Agosto,Amapa,37,1/1/2016
2017,Agosto,Amapa,33,1/1/2017
1998,Setembro,Amapa,20,1/1/1998
1999,Setembro,Amapa,4,1/1/1999
2000,Setembro,Amapa,19,1/1/2000
2001,Setembro,Amapa,,1/1/2001
2002,Setembro,Amapa,73,1/1/2002
2003,Setembro,Amapa,88,1/1/2003
2004,Setembro,Amapa,67,1/1/2004
2005,Setembro,Amapa,97,1/1/2005
2006,Setembro,Amapa,112,1/1/2006
2007,Setembro,Amapa,61,1/1/2007
2008,Setembro,Amapa,83,1/1/2008
2009,Setembro,Amapa,,1/1/2009
2010,Setembro,Amapa,63,1/1/2010
2011,Setembro,Amapa,128,1/1/2011
2012,Setembro,Amapa,168,1/1/2012
2013,Setembro,Amapa,85,1/1/2013
2014,Setembro,Amapa,137,1/1/2014
2015,Setembro,Amapa,192,1/1/2015
2016,Setembro,Amapa,142,1/1/2016
2017,Setembro,Amapa,95,1/1/2017
1998,Outubro,Amapa,42,1/1/1998
1999,Outubro,Amapa,25,1/1/1999
2000,Outubro,Amapa,42,1/1/2000
2001,Outubro,Amapa,,1/1/2001
2002,Outubro,Amapa,557,1/1/2002
2003,Outubro,Amapa,355,1/1/2003
2004,Outubro,Amapa,412,1/1/2004
2005,Outubro,Amapa,335,1/1/2005
2006,Outubro,Amapa,405,1/1/2006
2007,Outubro,Amapa,162,1/1/2007
2008,Outubro,Amapa,395,1/1/2008
2009,Outubro,Amapa,765,1/1/2009
2010,Outubro,Amapa,265,1/1/2010
2011,Outubro,Amapa,304,1/1/2011
2012,Outubro,Amapa,475,1/1/2012
2013,Outubro,Amapa,385,1/1/2013
2014,Outubro,Amapa,480,1/1/2014
2015,Outubro,Amapa,827,1/1/2015
2016,Outubro,Amapa,793,1/1/2016
2017,Outubro,Amapa,,1/1/2017
1998,Novembro,Amapa,131,1/1/1998
1999,Novembro,Amapa,26,1/1/1999
2000,Novembro,Amapa,157,1/1/2000
2001,Novembro,Amapa,406,1/1/2001
2002,Novembro,Amapa,1.096,1/1/2002
2003,Novembro,Amapa,750,1/1/2003
2004,Novembro,Amapa,949,1/1/2004
2005,Novembro,Amapa,685,1/1/2005
2006,Novembro,Amapa,207,1/1/2006
2007,Novembro,Amapa,198,1/1/2007
2008,Novembro,Amapa,266,1/1/2008
2009,Novembro,Amapa,1.019,1/1/2009
2010,Novembro,Amapa,339,1/1/2010
2011,Novembro,Amapa,282,1/1/2011
2012,Novembro,Amapa,969,1/1/2012
2013,Novembro,Amapa,341,1/1/2013
2014,Novembro,Amapa,484,1/1/2014
2015,Novembro,Amapa,1.3,1/1/2015
2016,Novembro,Amapa,1.161,1/1/2016
2017,Novembro,Amapa,858,1/1/2017
1998,Dezembro,Amapa,84,1/1/1998
1999,Dezembro,Amapa,41,1/1/1999
2000,Dezembro,Amapa,30,1/1/2000
2001,Dezembro,Amapa,593,1/1/2001
2002,Dezembro,Amapa,200,1/1/2002
2003,Dezembro,Amapa,411,1/1/2003
2004,Dezembro,Amapa,,1/1/2004
2005,Dezembro,Amapa,38,1/1/2005
2006,Dezembro,Amapa,74,1/1/2006
2007,Dezembro,Amapa,14,1/1/2007
2008,Dezembro,Amapa,32,1/1/2008
2009,Dezembro,Amapa,123,1/1/2009
2010,Dezembro,Amapa,43,1/1/2010
2011,Dezembro,Amapa,360,1/1/2011
2012,Dezembro,Amapa,422,1/1/2012
2013,Dezembro,Amapa,148,1/1/2013
2014,Dezembro,Amapa,354,1/1/2014
2015,Dezembro,Amapa,269,1/1/2015
2016,Dezembro,Amapa,491,1/1/2016
1998,Janeiro,Amazonas,0,1/1/1998
1999,Janeiro,Amazonas,3,1/1/1999
2000,Janeiro,Amazonas,7,1/1/2000
2001,Janeiro,Amazonas,3,1/1/2001
2002,Janeiro,Amazonas,17,1/1/2002
2003,Janeiro,Amazonas,158,1/1/2003
2004,Janeiro,Amazonas,123,1/1/2004
2005,Janeiro,Amazonas,44,1/1/2005
2006,Janeiro,Amazonas,20,1/1/2006
2007,Janeiro,Amazonas,37,1/1/2007
2008,Janeiro,Amazonas,16,1/1/2008
2009,Janeiro,Amazonas,9,1/1/2009
2010,Janeiro,Amazonas,82,1/1/2010
2011,Janeiro,Amazonas,53,1/1/2011
2012,Janeiro,Amazonas,6,1/1/2012
2013,Janeiro,Amazonas,37,1/1/2013
2014,Janeiro,Amazonas,46,1/1/2014
2015,Janeiro,Amazonas,35,1/1/2015
2016,Janeiro,Amazonas,770,1/1/2016
2017,Janeiro,Amazonas,65,1/1/2017
1998,Fevereiro,Amazonas,0,1/1/1998
1999,Fevereiro,Amazonas,43,1/1/1999
2000,Fevereiro,Amazonas,62,1/1/2000
2001,Fevereiro,Amazonas,8,1/1/2001
2002,Fevereiro,Amazonas,2,1/1/2002
2003,Fevereiro,Amazonas,62,1/1/2003
2004,Fevereiro,Amazonas,92,1/1/2004
2005,Fevereiro,Amazonas,6,1/1/2005
2006,Fevereiro,Amazonas,10,1/1/2006
2007,Fevereiro,Amazonas,92,1/1/2007
2008,Fevereiro,Amazonas,32,1/1/2008
2009,Fevereiro,Amazonas,3,1/1/2009
2010,Fevereiro,Amazonas,81,1/1/2010
2011,Fevereiro,Amazonas,30,1/1/2011
2012,Fevereiro,Amazonas,25,1/1/2012
2013,Fevereiro,Amazonas,16,1/1/2013
2014,Fevereiro,Amazonas,49,1/1/2014
2015,Fevereiro,Amazonas,107,1/1/2015
2016,Fevereiro,Amazonas,275,1/1/2016
2017,Fevereiro,Amazonas,52,1/1/2017
1998,Março,Amazonas,0,1/1/1998
1999,Março,Amazonas,7,1/1/1999
2000,Março,Amazonas,69,1/1/2000
2001,Março,Amazonas,6,1/1/2001
2002,Março,Amazonas,5,1/1/2002
2003,Março,Amazonas,64,1/1/2003
2004,Março,Amazonas,6,1/1/2004
2005,Março,Amazonas,12,1/1/2005
2006,Março,Amazonas,20,1/1/2006
2007,Março,Amazonas,6,1/1/2007
2008,Março,Amazonas,,1/1/2008
2009,Março,Amazonas,11,1/1/2009
2010,Março,Amazonas,116,1/1/2010
2011,Março,Amazonas,,1/1/2011
2012,Março,Amazonas,17,1/1/2012
2013,Março,Amazonas,49,1/1/2013
2014,Março,Amazonas,50,1/1/2014
2015,Março,Amazonas,46,1/1/2015
2016,Março,Amazonas,140,1/1/2016
2017,Março,Amazonas,45,1/1/2017
1998,Abril,Amazonas,0,1/1/1998
1999,Abril,Amazonas,2,1/1/1999
2000,Abril,Amazonas,18,1/1/2000
2001,Abril,Amazonas,1,1/1/2001
2002,Abril,Amazonas,2,1/1/2002
2003,Abril,Amazonas,11,1/1/2003
2004,Abril,Amazonas,4,1/1/2004
2005,Abril,Amazonas,5,1/1/2005
2006,Abril,Amazonas,5,1/1/2006
2007,Abril,Amazonas,0,1/1/2007
2008,Abril,Amazonas,13,1/1/2008
2009,Abril,Amazonas,1,1/1/2009
2010,Abril,Amazonas,11,1/1/2010
2011,Abril,Amazonas,,1/1/2011
2012,Abril,Amazonas,3,1/1/2012
2013,Abril,Amazonas,,1/1/2013
2014,Abril,Amazonas,25,1/1/2014
2015,Abril,Amazonas,24,1/1/2015
2016,Abril,Amazonas,22,1/1/2016
2017,Abril,Amazonas,20,1/1/2017
1998,Maio,Amazonas,0,1/1/1998
1999,Maio,Amazonas,0,1/1/1999
2000,Maio,Amazonas,51,1/1/2000
2001,Maio,Amazonas,0,1/1/2001
2002,Maio,Amazonas,8,1/1/2002
2003,Maio,Amazonas,2,1/1/2003
2004,Maio,Amazonas,0,1/1/2004
2005,Maio,Amazonas,8,1/1/2005
2006,Maio,Amazonas,4,1/1/2006
2007,Maio,Amazonas,0,1/1/2007
2008,Maio,Amazonas,1,1/1/2008
2009,Maio,Amazonas,3,1/1/2009
2010,Maio,Amazonas,13,1/1/2010
2011,Maio,Amazonas,6,1/1/2011
2012,Maio,Amazonas,12,1/1/2012
2013,Maio,Amazonas,19,1/1/2013
2014,Maio,Amazonas,12,1/1/2014
2015,Maio,Amazonas,10,1/1/2015
2016,Maio,Amazonas,30,1/1/2016
2017,Maio,Amazonas,40,1/1/2017
1998,Junho,Amazonas,2,1/1/1998
1999,Junho,Amazonas,7,1/1/1999
2000,Junho,Amazonas,6,1/1/2000
2001,Junho,Amazonas,5,1/1/2001
2002,Junho,Amazonas,5,1/1/2002
2003,Junho,Amazonas,3,1/1/2003
2004,Junho,Amazonas,12,1/1/2004
2005,Junho,Amazonas,78,1/1/2005
2006,Junho,Amazonas,9,1/1/2006
2007,Junho,Amazonas,23,1/1/2007
2008,Junho,Amazonas,7,1/1/2008
2009,Junho,Amazonas,13,1/1/2009
2010,Junho,Amazonas,9,1/1/2010
2011,Junho,Amazonas,22,1/1/2011
2012,Junho,Amazonas,45,1/1/2012
2013,Junho,Amazonas,56,1/1/2013
2014,Junho,Amazonas,74,1/1/2014
2015,Junho,Amazonas,33,1/1/2015
2016,Junho,Amazonas,90,1/1/2016
2017,Junho,Amazonas,119,1/1/2017
1998,Julho,Amazonas,71,1/1/1998
1999,Julho,Amazonas,11,1/1/1999
2000,Julho,Amazonas,39,1/1/2000
2001,Julho,Amazonas,9,1/1/2001
2002,Julho,Amazonas,146,1/1/2002
2003,Julho,Amazonas,180,1/1/2003
2004,Julho,Amazonas,177,1/1/2004
2005,Julho,Amazonas,676,1/1/2005
2006,Julho,Amazonas,123,1/1/2006
2007,Julho,Amazonas,116,1/1/2007
2008,Julho,Amazonas,108,1/1/2008
2009,Julho,Amazonas,199,1/1/2009
2010,Julho,Amazonas,640,1/1/2010
2011,Julho,Amazonas,271,1/1/2011
2012,Julho,Amazonas,234,1/1/2012
2013,Julho,Amazonas,248,1/1/2013
2014,Julho,Amazonas,202,1/1/2014
2015,Julho,Amazonas,356,1/1/2015
2016,Julho,Amazonas,1.137,1/1/2016
2017,Julho,Amazonas,1.975,1/1/2017
1998,Agosto,Amazonas,321,1/1/1998
1999,Agosto,Amazonas,259,1/1/1999
2000,Agosto,Amazonas,180,1/1/2000
2001,Agosto,Amazonas,501,1/1/2001
2002,Agosto,Amazonas,741,1/1/2002
2003,Agosto,Amazonas,1.867,1/1/2003
2004,Agosto,Amazonas,1.207,1/1/2004
2005,Agosto,Amazonas,2.316,1/1/2005
2006,Agosto,Amazonas,1.422,1/1/2006
2007,Agosto,Amazonas,2.241,1/1/2007
2008,Agosto,Amazonas,861,1/1/2008
2009,Agosto,Amazonas,1.321,1/1/2009
2010,Agosto,Amazonas,3.727,1/1/2010
2011,Agosto,Amazonas,1.243,1/1/2011
2012,Agosto,Amazonas,3.011,1/1/2012
2013,Agosto,Amazonas,1.276,1/1/2013
2014,Agosto,Amazonas,3.852,1/1/2014
2015,Agosto,Amazonas,4.564,1/1/2015
2016,Agosto,Amazonas,3.611,1/1/2016
2017,Agosto,Amazonas,6.316,1/1/2017
1998,Setembro,Amazonas,267,1/1/1998
1999,Setembro,Amazonas,216,1/1/1999
2000,Setembro,Amazonas,189,1/1/2000
2001,Setembro,Amazonas,166,1/1/2001
2002,Setembro,Amazonas,928,1/1/2002
2003,Setembro,Amazonas,1.401,1/1/2003
2004,Setembro,Amazonas,911,1/1/2004
2005,Setembro,Amazonas,2.812,1/1/2005
2006,Setembro,Amazonas,2.218,1/1/2006
2007,Setembro,Amazonas,1.36,1/1/2007
2008,Setembro,Amazonas,998,1/1/2008
2009,Setembro,Amazonas,3.091,1/1/2009
2010,Setembro,Amazonas,2.781,1/1/2010
2011,Setembro,Amazonas,1.295,1/1/2011
2012,Setembro,Amazonas,2.392,1/1/2012
2013,Setembro,Amazonas,1.739,1/1/2013
2014,Setembro,Amazonas,3.057,1/1/2014
2015,Setembro,Amazonas,5.882,1/1/2015
2016,Setembro,Amazonas,3.119,1/1/2016
2017,Setembro,Amazonas,4.033,1/1/2017
1998,Outubro,Amazonas,83,1/1/1998
1999,Outubro,Amazonas,479,1/1/1999
2000,Outubro,Amazonas,145,1/1/2000
2001,Outubro,Amazonas,332,1/1/2001
2002,Outubro,Amazonas,695,1/1/2002
2003,Outubro,Amazonas,725,1/1/2003
2004,Outubro,Amazonas,710,1/1/2004
2005,Outubro,Amazonas,545,1/1/2005
2006,Outubro,Amazonas,721,1/1/2006
2007,Outubro,Amazonas,215,1/1/2007
2008,Outubro,Amazonas,632,1/1/2008
2009,Outubro,Amazonas,2.189,1/1/2009
2010,Outubro,Amazonas,889,1/1/2010
2011,Outubro,Amazonas,694,1/1/2011
2012,Outubro,Amazonas,1.238,1/1/2012
2013,Outubro,Amazonas,1.202,1/1/2013
2014,Outubro,Amazonas,952,1/1/2014
2015,Outubro,Amazonas,2.494,1/1/2015
2016,Outubro,Amazonas,2.105,1/1/2016
2017,Outubro,Amazonas,1.581,1/1/2017
1998,Novembro,Amazonas,6,1/1/1998
1999,Novembro,Amazonas,32,1/1/1999
2000,Novembro,Amazonas,27,1/1/2000
2001,Novembro,Amazonas,244,1/1/2001
2002,Novembro,Amazonas,259,1/1/2002
2003,Novembro,Amazonas,169,1/1/2003
2004,Novembro,Amazonas,209,1/1/2004
2005,Novembro,Amazonas,261,1/1/2005
2006,Novembro,Amazonas,59,1/1/2006
2007,Novembro,Amazonas,90,1/1/2007
2008,Novembro,Amazonas,39,1/1/2008
2009,Novembro,Amazonas,973,1/1/2009
2010,Novembro,Amazonas,354,1/1/2010
2011,Novembro,Amazonas,399,1/1/2011
2012,Novembro,Amazonas,682,1/1/2012
2013,Novembro,Amazonas,220,1/1/2013
2014,Novembro,Amazonas,,1/1/2014
2015,Novembro,Amazonas,1.054,1/1/2015
2016,Novembro,Amazonas,591,1/1/2016
2017,Novembro,Amazonas,552,1/1/2017
1998,Dezembro,Amazonas,196,1/1/1998
1999,Dezembro,Amazonas,2,1/1/1999
2000,Dezembro,Amazonas,60,1/1/2000
2001,Dezembro,Amazonas,22,1/1/2001
2002,Dezembro,Amazonas,44,1/1/2002
2003,Dezembro,Amazonas,147,1/1/2003
2004,Dezembro,Amazonas,53,1/1/2004
2005,Dezembro,Amazonas,17,1/1/2005
2006,Dezembro,Amazonas,23,1/1/2006
2007,Dezembro,Amazonas,7,1/1/2007
2008,Dezembro,Amazonas,0,1/1/2008
2009,Dezembro,Amazonas,102,1/1/2009
2010,Dezembro,Amazonas,123,1/1/2010
2011,Dezembro,Amazonas,121,1/1/2011
2012,Dezembro,Amazonas,80,1/1/2012
2013,Dezembro,Amazonas,236,1/1/2013
2014,Dezembro,Amazonas,293,1/1/2014
2015,Dezembro,Amazonas,565,1/1/2015
2016,Dezembro,Amazonas,133,1/1/2016
1998,Janeiro,Bahia,0,1/1/1998
1999,Janeiro,Bahia,114,1/1/1999
2000,Janeiro,Bahia,31,1/1/2000
2001,Janeiro,Bahia,24,1/1/2001
2002,Janeiro,Bahia,125,1/1/2002
2003,Janeiro,Bahia,439,1/1/2003
2004,Janeiro,Bahia,158,1/1/2004
2005,Janeiro,Bahia,303,1/1/2005
2006,Janeiro,Bahia,225,1/1/2006
2007,Janeiro,Bahia,373,1/1/2007
2008,Janeiro,Bahia,314,1/1/2008
2009,Janeiro,Bahia,177,1/1/2009
2010,Janeiro,Bahia,297,1/1/2010
2011,Janeiro,Bahia,101,1/1/2011
2012,Janeiro,Bahia,179,1/1/2012
2013,Janeiro,Bahia,125,1/1/2013
2014,Janeiro,Bahia,132,1/1/2014
2015,Janeiro,Bahia,256,1/1/2015
2016,Janeiro,Bahia,285,1/1/2016
2017,Janeiro,Bahia,154,1/1/2017
1998,Fevereiro,Bahia,0,1/1/1998
1999,Fevereiro,Bahia,157,1/1/1999
2000,Fevereiro,Bahia,32,1/1/2000
2001,Fevereiro,Bahia,101,1/1/2001
2002,Fevereiro,Bahia,204,1/1/2002
2003,Fevereiro,Bahia,223,1/1/2003
2004,Fevereiro,Bahia,122,1/1/2004
2005,Fevereiro,Bahia,143,1/1/2005
2006,Fevereiro,Bahia,277,1/1/2006
2007,Fevereiro,Bahia,113,1/1/2007
2008,Fevereiro,Bahia,235,1/1/2008
2009,Fevereiro,Bahia,117,1/1/2009
2010,Fevereiro,Bahia,206,1/1/2010
2011,Fevereiro,Bahia,156,1/1/2011
2012,Fevereiro,Bahia,200,1/1/2012
2013,Fevereiro,Bahia,231,1/1/2013
2014,Fevereiro,Bahia,107,1/1/2014
2015,Fevereiro,Bahia,143,1/1/2015
2016,Fevereiro,Bahia,418,1/1/2016
2017,Fevereiro,Bahia,100,1/1/2017
1998,Março,Bahia,0,1/1/1998
1999,Março,Bahia,83,1/1/1999
2000,Março,Bahia,65,1/1/2000
2001,Março,Bahia,4,1/1/2001
2002,Março,Bahia,146,1/1/2002
2003,Março,Bahia,274,1/1/2003
2004,Março,Bahia,115,1/1/2004
2005,Março,Bahia,158,1/1/2005
2006,Março,Bahia,199,1/1/2006
2007,Março,Bahia,141,1/1/2007
2008,Março,Bahia,135,1/1/2008
2009,Março,Bahia,249,1/1/2009
2010,Março,Bahia,156,1/1/2010
2011,Março,Bahia,90,1/1/2011
2012,Março,Bahia,404,1/1/2012
2013,Março,Bahia,363,1/1/2013
2014,Março,Bahia,148,1/1/2014
2015,Março,Bahia,229,1/1/2015
2016,Março,Bahia,281,1/1/2016
2017,Março,Bahia,163,1/1/2017
1998,Abril,Bahia,0,1/1/1998
1999,Abril,Bahia,55,1/1/1999
2000,Abril,Bahia,23,1/1/2000
2001,Abril,Bahia,26,1/1/2001
2002,Abril,Bahia,110,1/1/2002
2003,Abril,Bahia,376,1/1/2003
2004,Abril,Bahia,89,1/1/2004
2005,Abril,Bahia,76,1/1/2005
2006,Abril,Bahia,60,1/1/2006
2007,Abril,Bahia,64,1/1/2007
2008,Abril,Bahia,151,1/1/2008
2009,Abril,Bahia,40,1/1/2009
2010,Abril,Bahia,103,1/1/2010
2011,Abril,Bahia,149,1/1/2011
2012,Abril,Bahia,396,1/1/2012
2013,Abril,Bahia,108,1/1/2013
2014,Abril,Bahia,183,1/1/2014
2015,Abril,Bahia,190,1/1/2015
2016,Abril,Bahia,,1/1/2016
2017,Abril,Bahia,94,1/1/2017
1998,Maio,Bahia,0,1/1/1998
1999,Maio,Bahia,76,1/1/1999
2000,Maio,Bahia,71,1/1/2000
2001,Maio,Bahia,,1/1/2001
2002,Maio,Bahia,166,1/1/2002
2003,Maio,Bahia,106,1/1/2003
2004,Maio,Bahia,124,1/1/2004
2005,Maio,Bahia,120,1/1/2005
2006,Maio,Bahia,43,1/1/2006
2007,Maio,Bahia,161,1/1/2007
2008,Maio,Bahia,56,1/1/2008
2009,Maio,Bahia,34,1/1/2009
2010,Maio,Bahia,198,1/1/2010
2011,Maio,Bahia,189,1/1/2011
2012,Maio,Bahia,326,1/1/2012
2013,Maio,Bahia,141,1/1/2013
2014,Maio,Bahia,224,1/1/2014
2015,Maio,Bahia,144,1/1/2015
2016,Maio,Bahia,259,1/1/2016
2017,Maio,Bahia,121,1/1/2017
1998,Junho,Bahia,55,1/1/1998
1999,Junho,Bahia,64,1/1/1999
2000,Junho,Bahia,178,1/1/2000
2001,Junho,Bahia,98,1/1/2001
2002,Junho,Bahia,118,1/1/2002
2003,Junho,Bahia,140,1/1/2003
2004,Junho,Bahia,289,1/1/2004
2005,Junho,Bahia,211,1/1/2005
2006,Junho,Bahia,68,1/1/2006
2007,Junho,Bahia,270,1/1/2007
2008,Junho,Bahia,72,1/1/2008
2009,Junho,Bahia,92,1/1/2009
2010,Junho,Bahia,192,1/1/2010
2011,Junho,Bahia,345,1/1/2011
2012,Junho,Bahia,385,1/1/2012
2013,Junho,Bahia,208,1/1/2013
2014,Junho,Bahia,243,1/1/2014
2015,Junho,Bahia,242,1/1/2015
2016,Junho,Bahia,416,1/1/2016
2017,Junho,Bahia,329,1/1/2017
1998,Julho,Bahia,219,1/1/1998
1999,Julho,Bahia,107,1/1/1999
2000,Julho,Bahia,202,1/1/2000
2001,Julho,Bahia,248,1/1/2001
2002,Julho,Bahia,,1/1/2002
2003,Julho,Bahia,261,1/1/2003
2004,Julho,Bahia,310,1/1/2004
2005,Julho,Bahia,269,1/1/2005
2006,Julho,Bahia,229,1/1/2006
2007,Julho,Bahia,811,1/1/2007
2008,Julho,Bahia,271,1/1/2008
2009,Julho,Bahia,321,1/1/2009
2010,Julho,Bahia,519,1/1/2010
2011,Julho,Bahia,578,1/1/2011
2012,Julho,Bahia,906,1/1/2012
2013,Julho,Bahia,362,1/1/2013
2014,Julho,Bahia,249,1/1/2014
2015,Julho,Bahia,,1/1/2015
2016,Julho,Bahia,345,1/1/2016
2017,Julho,Bahia,300,1/1/2017
1998,Agosto,Bahia,815,1/1/1998
1999,Agosto,Bahia,453,1/1/1999
2000,Agosto,Bahia,633,1/1/2000
2001,Agosto,Bahia,979,1/1/2001
2002,Agosto,Bahia,1.827,1/1/2002
2003,Agosto,Bahia,1.039,1/1/2003
2004,Agosto,Bahia,1.43,1/1/2004
2005,Agosto,Bahia,948,1/1/2005
2006,Agosto,Bahia,995,1/1/2006
2007,Agosto,Bahia,3.734,1/1/2007
2008,Agosto,Bahia,611,1/1/2008
2009,Agosto,Bahia,439,1/1/2009
2010,Agosto,Bahia,2.423,1/1/2010
2011,Agosto,Bahia,1.795,1/1/2011
2012,Agosto,Bahia,1.835,1/1/2012
2013,Agosto,Bahia,610,1/1/2013
2014,Agosto,Bahia,674,1/1/2014
2015,Agosto,Bahia,829,1/1/2015
2016,Agosto,Bahia,724,1/1/2016
2017,Agosto,Bahia,1.018,1/1/2017
1998,Setembro,Bahia,2.718,1/1/1998
1999,Setembro,Bahia,,1/1/1999
2000,Setembro,Bahia,2.285,1/1/2000
2001,Setembro,Bahia,3.964,1/1/2001
2002,Setembro,Bahia,6.439,1/1/2002
2003,Setembro,Bahia,8.847,1/1/2003
2004,Setembro,Bahia,6.433,1/1/2004
2005,Setembro,Bahia,4.066,1/1/2005
2006,Setembro,Bahia,3.006,1/1/2006
2007,Setembro,Bahia,7.438,1/1/2007
2008,Setembro,Bahia,4.837,1/1/2008
2009,Setembro,Bahia,3.61,1/1/2009
2010,Setembro,Bahia,5.323,1/1/2010
2011,Setembro,Bahia,7.086,1/1/2011
2012,Setembro,Bahia,7.495,1/1/2012
2013,Setembro,Bahia,2.681,1/1/2013
2014,Setembro,Bahia,2.604,1/1/2014
2015,Setembro,Bahia,7.956,1/1/2015
2016,Setembro,Bahia,1.819,1/1/2016
2017,Setembro,Bahia,1.791,1/1/2017
1998,Outubro,Bahia,1.969,1/1/1998
1999,Outubro,Bahia,1.307,1/1/1999
2000,Outubro,Bahia,3.35,1/1/2000
2001,Outubro,Bahia,1.687,1/1/2001
2002,Outubro,Bahia,5.414,1/1/2002
2003,Outubro,Bahia,4.264,1/1/2003
2004,Outubro,Bahia,4.81,1/1/2004
2005,Outubro,Bahia,8.405,1/1/2005
2006,Outubro,Bahia,2.079,1/1/2006
2007,Outubro,Bahia,4.981,1/1/2007
2008,Outubro,Bahia,7.691,1/1/2008
2009,Outubro,Bahia,2.552,1/1/2009
2010,Outubro,Bahia,5.264,1/1/2010
2011,Outubro,Bahia,2.166,1/1/2011
2012,Outubro,Bahia,4.607,1/1/2012
2013,Outubro,Bahia,1.969,1/1/2013
2014,Outubro,Bahia,2.763,1/1/2014
2015,Outubro,Bahia,4.989,1/1/2015
2016,Outubro,Bahia,1.415,1/1/2016
2017,Outubro,Bahia,4.005,1/1/2017
1998,Novembro,Bahia,49,1/1/1998
1999,Novembro,Bahia,49,1/1/1999
2000,Novembro,Bahia,114,1/1/2000
2001,Novembro,Bahia,699,1/1/2001
2002,Novembro,Bahia,1.02,1/1/2002
2003,Novembro,Bahia,533,1/1/2003
2004,Novembro,Bahia,1.736,1/1/2004
2005,Novembro,Bahia,1.595,1/1/2005
2006,Novembro,Bahia,239,1/1/2006
2007,Novembro,Bahia,2.126,1/1/2007
2008,Novembro,Bahia,3.175,1/1/2008
2009,Novembro,Bahia,402,1/1/2009
2010,Novembro,Bahia,605,1/1/2010
2011,Novembro,Bahia,,1/1/2011
2012,Novembro,Bahia,168,1/1/2012
2013,Novembro,Bahia,288,1/1/2013
2014,Novembro,Bahia,348,1/1/2014
2015,Novembro,Bahia,1.705,1/1/2015
2016,Novembro,Bahia,408,1/1/2016
2017,Novembro,Bahia,174,1/1/2017
1998,Dezembro,Bahia,82,1/1/1998
1999,Dezembro,Bahia,37,1/1/1999
2000,Dezembro,Bahia,24,1/1/2000
2001,Dezembro,Bahia,158,1/1/2001
2002,Dezembro,Bahia,848,1/1/2002
2003,Dezembro,Bahia,710,1/1/2003
2004,Dezembro,Bahia,423,1/1/2004
2005,Dezembro,Bahia,116,1/1/2005
2006,Dezembro,Bahia,169,1/1/2006
2007,Dezembro,Bahia,259,1/1/2007
2008,Dezembro,Bahia,52,1/1/2008
2009,Dezembro,Bahia,308,1/1/2009
2010,Dezembro,Bahia,226,1/1/2010
2011,Dezembro,Bahia,230,1/1/2011
2012,Dezembro,Bahia,477,1/1/2012
2013,Dezembro,Bahia,131,1/1/2013
2014,Dezembro,Bahia,144,1/1/2014
2015,Dezembro,Bahia,1.408,1/1/2015
2016,Dezembro,Bahia,164,1/1/2016
1998,Janeiro,Ceara,0,1/1/1998
1999,Janeiro,Ceara,47,1/1/1999
2000,Janeiro,Ceara,1,1/1/2000
2001,Janeiro,Ceara,11,1/1/2001
2002,Janeiro,Ceara,33,1/1/2002
2003,Janeiro,Ceara,264,1/1/2003
2004,Janeiro,Ceara,143,1/1/2004
2005,Janeiro,Ceara,384,1/1/2005
2006,Janeiro,Ceara,211,1/1/2006
2007,Janeiro,Ceara,304,1/1/2007
2008,Janeiro,Ceara,166,1/1/2008
2009,Janeiro,Ceara,347,1/1/2009
2010,Janeiro,Ceara,288,1/1/2010
2011,Janeiro,Ceara,32,1/1/2011
2012,Janeiro,Ceara,273,1/1/2012
2013,Janeiro,Ceara,103,1/1/2013
2014,Janeiro,Ceara,115,1/1/2014
2015,Janeiro,Ceara,207,1/1/2015
2016,Janeiro,Ceara,100,1/1/2016
2017,Janeiro,Ceara,91,1/1/2017
1998,Fevereiro,Ceara,0,1/1/1998
1999,Fevereiro,Ceara,16,1/1/1999
2000,Fevereiro,Ceara,6,1/1/2000
2001,Fevereiro,Ceara,0,1/1/2001
2002,Fevereiro,Ceara,75,1/1/2002
2003,Fevereiro,Ceara,9,1/1/2003
2004,Fevereiro,Ceara,5,1/1/2004
2005,Fevereiro,Ceara,25,1/1/2005
2006,Fevereiro,Ceara,23,1/1/2006
